Utility,Contaminant_Factor,Zip,county_FIPS
Bradys Bend Water & Sew Authority,283,15682,42005
Cowanshan Yatesboro Numine System,220,15682,42005
Cowanshannock M A Sagamore System,742,15682,42005
Dayton Municipal Water Department,263,15682,42005
E Armstrong County Municipal Authority,367,15682,42005
Gilpin Township Municipal Authority,1581,15682,42005
Kittanning Plumcreek Water Authority,1234,15682,42005
Kittanning Suburb Jt Water Aut,1364,15682,42005
Manor Township Jt Municipal Authority,1015,15682,42005
Parker Area Water Authority,841,15682,42005
Rayburn Township Joint Muni Authority,1046,15682,42005
Rural Valley Water Works,724,15682,42005
South Buffalo Township Municipal Authority,1206,15682,42005
Sugar Creek Resthome,215,15682,42005
Templeton Water Company,33,15682,42005
West Kittanning Municipal Authority,1174,15682,42005
Worthington West Franklin Jma,472,15682,42005
Icmsa Plumville,567,15701,42063
Central Indiana County Water Authority,1107,15701,42063
Clymer Borough Municipal Authority,674,15701,42063
Blairsville Municipal Authority,711,15705,42063
Crystal Waters Personal Care,66,15705,42063
Glen Campbell Water Works,122,15705,42063
Green Township Ma Cookport,768,15705,42063
Hillsdale Nursing and Rehab,145,15705,42063
Indiana Municipal Services Authority Pine Township,507,15705,42063
Marsteller Community Water Authority,111,15714,42021
West Carroll W Authority Bakerton,1066,15722,42021
Kings II Mobile Home Park,5,15722,42021
Burnside Borough Water System,225,15724,42063
Brockway Borough Municipal Authority,298,15730,42065
Brookville Municipal Authority,1103,15730,42065
Eldred Township Municipal Authority,1,15730,42065
Falls Creek Borough Municipal Authority,1507,15730,42065
Henderson Township Municipal Authority,250,15730,42065
Knox Township Municipal Authority,306,15730,42065
Reynoldsville Water Authority,580,15730,42065
Summerville Borough Municipal Authority,364,15730,42065
Sykesville Borough,1388,15730,42065
Northern Cambria Municipal Water,246,15760,42021
Brady Township Water Association,136,15801,42033
City of Dubois Water Depart,1211,15801,42033
Sandy Township,1428,15801,42033
Union Township Municipal Authority,1545,15801,42033
Country Place Mobile Home Park,77,15801,42033
Jay Township Water Authority,343,15821,42047
Johnsonburg Municipal Authority,1206,15821,42047
Jones Township Municipal Authority,78,15821,42047
Ridgway Borough Water System,786,15821,42047
Ridgway Township Water Authority,917,15821,42047
St Marys Area Water Authority,1671,15821,42047
Toby Water,1873,15821,42047
Aqua Pa Inc. Treasure Lake Div,832,15823,42047
Aqua Pa Jenks Township Water Treatment Plant,899,15828,42053
Tionesta Borough Water Supply,813,15828,42053
West Hickory Water Company,110,15828,42053
Ansonville Water Authority,200,15866,42033
Beccaria Coalport Irvona M A,141,15866,42033
Clearfield Municipal Authority,1452,15866,42033
Cooper Township Municipal Authority,895,15866,42033
Covington Karthaus Girard A A,356,15866,42033
Grampian Borough Penn Township Ma,1658,15866,42033
Houtzdale Municipal Authority,496,15866,42033
Huston Township Municipal Authority,710,15866,42033
Irvona Municipal Authority,1049,15866,42033
Pike Township Municipal Authority,1141,15866,42033
Quehanna Motivational Bootcamp,129,15866,42033
Westover Municipal Authority,1478,15866,42033
Clermont Water Association,230,15870,42047
Southwestern Cambria County Authority,1360,15904,42021
Pine Crest Estates Mobile Home,621,15905,42021
East Taylor Municipal Authority,1847,15906,42021
Ebensburg Boro Muni Authority,1346,15909,42021
Cairnbrook Improvement Association,104,15926,42111
Blacklick Valley Municipal Authority,1225,15931,42021
Nanty Glo Water Authority,1163,15931,42021
Croyle Township Water Authority,1415,15931,42021
N E Trailer Court,20,15931,42021
Cambria Township Water Authority,893,15931,42021
Teakettle Run Water Authority,83,15931,42021
Boswell Borough Municipal Authority,37,15935,42111
Lilly Municipal Water Works,67,15938,42021
Portage Borough Municipal Authority,420,15938,42021
Cresson Township Municipal Authority,183,15938,42021
Loretto Borough Water System,75,15940,42021
Sankertown Borough Water System,101,15940,42021
Highland S & W Authority Beaverdam,2618,15942,42021
Tri Township Water Authority,1287,15946,42021
Sutton Mobile Home Park,5,16001,42019
Franklin Mobile Home Village,8,16001,42019
Rolling Valley Estates,88,16001,42019
Woodbine Oaks Mobile Home Park,445,16001,42019
Port O Call Mobile Home Park,393,16002,42019
Wesleys Hide Away Mobile Home Park,86,16002,42019
Cherry Hill Corporation,19,16002,42019
Hy Vue Acres Mobile Home Park,93,16002,42019
Colonial Gardens Guest Home,52,16002,42019
Slippery Rock Municipal Authority,1200,16022,42019
Zelienople Borough,1650,16022,42019
Concordia Lutheran Home,105,16023,42019
Bernies Mobile Home Park,17,16023,42019
Chicora Borough Water Supply,628,16025,42019
Chicora Medical Center,133,16025,42019
Rimersburg Borough Municipal Authority,405,16028,42005
Evans City Borough,708,16033,42019
Harmony Borough Water Authority,1681,16037,42019
Pine Valley Estates,410,16037,42019
Perry Lake Estates,29,16037,42019
Clintonville Borough Water Treatment Plant,44,16038,42019
Autumn Grove Care Center,145,16038,42019
Youngs Mobile Home Park,429,16041,42019
Petroleum Valley RWA,329,16041,42019
Seven Fields Borough Water Department,1257,16046,42019
Mars Borough Water Works,411,16046,42019
Perryville Water Association,55,16049,42031
Robinsons Mobile Home Park,348,16052,42019
Coral Ridge Estates Mobile Home Park,23,16052,42019
Foxburg Area Water & Sewer Authority,265,16054,42031
E J Gulick Mobile Home Park,136,16055,42019
Fair Winds,160,16055,42019
Brady Hills Mobile Home Park,361,16057,42019
Stoneworth Apartments Water Treatment Plant,65,16057,42019
Maple Manor Mobile Home Park,10,16057,42019
Villa Vista Estates,53,16059,42019
Sandy Hill Estates,117,16059,42019
Cupec Mobile Estates,96,16061,42019
Sky View Terrace,315,16063,42019
Marion Township Water System,1134,16063,42019
Majors Mobilehome Park,25,16101,42073
Cedar Acres Mobile Home Park,817,16101,42073
Woodmere Estates,0,16101,42073
Country Roads Mobile Home Park,38,16101,42073
North Star Village,39,16101,42073
Carriage Court Personal Care,172,16101,42073
New Castle Estates,327,16102,42073
Bessemer Borough Water Department,129,16102,42073
New Wilmington Borough Water Department,2290,16105,42073
Eastbrook Apartments,69,16105,42073
Aqua Pa Shenango Valley WTP,2568,16110,42039
Meadville Area Water Authority,458,16110,42039
Greenville Municipal Water Authority,1594,16110,42039
Grove City Borough Water Department,398,16110,42039
Titusville Municipal Water,125,16110,42039
Sharpsville Borough Water Company,2408,16110,42039
Reynolds Water Company,1361,16110,42039
Cambridge Springs Borough,984,16110,42039
Buhl Community Water Company,124,16110,42039
Linesville Municipal Authority,107,16110,42039
Aqua Pa Lake Latonka Water Treatment Plant,346,16113,42085
Farma Mobile Home Park,97,16113,42085
Fredonia Borough,1785,16113,42085
Glen Lake Estates,13,16113,42085
Grandview Acres Mobile Home Park,43,16113,42085
Greystone Country Estates,191,16113,42085
Hemlock Mobile Home Park,49,16113,42085
Jamestown Borough Water Authority,431,16113,42085
Jefferson Estates Mobile Home Park,11,16113,42085
Leesburg Water Association,71,16113,42085
Liberty Acres Mobile Home Park,733,16113,42085
Liberty Township,790,16113,42085
Pine Grove Mobile Home Park,114,16113,42085
Pine Township Water Distribution System,565,16113,42085
Sandy Lake Borough,498,16113,42085
South Pymatuning,1307,16113,42085
St. Paul Homes,529,16113,42085
Stoneboro Water Works,143,16113,42085
Summit Estates,0,16113,42085
Sunnyview Mobile Home Park,1067,16113,42085
Willow Bend Mobile Home Park,107,16113,42085
Lakeview Personal Care,1344,16115,42007
Cole Mobile Home Park,108,16115,42007
Mahoning Township,4747,16116,42073
Borough of Wampum Water Department,40,16117,42073
Greenville Mobile Home Park,1783,16125,42085
Reynolds Home Center Mobile Home Park,1316,16125,42085
Barkeyville Municipal Authority,667,16127,42085
Saegertown Borough,573,16131,42039
Forrest Brooke Mobile Home Park,53,16137,42085
Fredericks Mobile Home Park,87,16141,42073
Villa Maria Community Center,605,16143,42073
Hyland Mobile Home Park,5,16143,42073
Pennwood Estates Mobile Home Park,32,16148,42085
Scenic Mobile Home Park,126,16154,42085
Volant Borough Water Department,59,16172,42073
Clarion Vista Lofts,9,16213,42031
Corner Water Supply & Service,171,16213,42031
East Brady Water System,177,16213,42031
Fryburg Water Company,81,16213,42031
Hartzell Mobilehome Park,32,16213,42031
Hawthorn Redbank Redbank Ma,1426,16213,42031
Knox Water Works,810,16213,42031
Lucinda Water Company,43,16213,42031
Redbank Valley Municipal Authority,1322,16213,42031
St. Petersburg Municipal Water,1276,16213,42031
W Freedom Water Association,7,16213,42031
Cornplanter Township,487,16301,42121
Plumer Water Company,224,16301,42121
Rouseville Mun Waterworks,277,16301,42121
Sage Run District,546,16301,42121
Seneca & Cranberry Mall District,444,16301,42121
Aqua Pa Clarendon,2352,16312,42123
Chandlers Valley Mobile Home Park,1177,16312,42123
Miracle Mountain Ranch,16,16312,42123
North Warren Municipal Authority,284,16312,42123
Pine Grove Township Water System,134,16312,42123
Riverview Communities Lp South,4766,16312,42123
Sheffield Township Municipal Authority,46,16312,42123
Southwest Warren County Municipal Authority,1277,16312,42123
Valley View Village Mobile Home Park,65,16312,42123
Warren State Hospital,124,16312,42123
West Sheffield Water Association,16,16312,42123
Wilderness Mobile Home Park,43,16312,42123
Youngsville Mun Waterworks,301,16312,42123
Cooperstown Water Company,49,16314,42039
Sugarcreek Mobile Home Park,264,16314,42039
Aqua Pa Crawford Div,221,16316,42039
Conneaut Lake Borough Water Treatment Plant,1582,16316,42039
Conneaut Lake Park Water,928,16316,42039
Hardwood Estates,531,16316,42039
Penn Lake Village Mobile Home Park,43,16316,42039
General Authority of Franklin,550,16323,42121
Sandycreek Township Waterworks,1209,16323,42121
Sugarcreek Water Company,70,16323,42121
Rocky Ridge Village,65,16323,42121
D and S Estates,32,16323,42121
Bucholz Mobile Home Park,58,16323,42121
Oil City,353,16323,42121
Sugar Creek Station,289,16323,42121
Country Acres Trailer Court,11,16327,42039
Autumn Hills Water Company,23,16335,42039
Woodlands Mobile Home Park,567,16335,42039
Lakeview Manor Mobile Home Park,606,16335,42039
Eagle Crest Manor Mobile Home Park,368,16335,42039
Timbercrest Apartments,2,16335,42039
Forest Green Estates,386,16335,42039
Meadville Housing Northgate,3,16335,42039
Star Route Estates,251,16335,42039
Denny Ridge Mobile Home Park,558,16335,42039
Elderberry Mobile Home Park,39,16335,42039
Guys Mills Mutual Water Association,124,16335,42039
Ludlow Warner System,29,16347,42123
Pleasantville Borough Water,276,16354,42121
Titusville Estates,62,16354,42121
Hydetown Park West,11,16354,42121
Ames Trailer Court,340,16354,42121
Hydetown Park East,16,16354,42121
Kennerdell North Water System,10,16374,42121
Cambridge Area Joint Authority,1174,16403,42039
Mitchell Lake Mobile Home Park,96,16403,42039
Warner Mobile Home Park,68,16407,42049
Albion Borough,615,16410,42049
Edinboro Water Authority,236,16412,42049
Lovetts Mobile Home Park,491,16412,42049
Majestic Heights,373,16412,42049
Windsor Mobilehome Park,1430,16412,42049
Edinboro Mobile Home Village North,1006,16412,42049
Erie City Water Authority,2007,16415,42049
Palmer Shore Water,762,16415,42049
Millfair Heights Water System,405,16415,42049
Old Orchard Subdivision,179,16415,42049
Sunnydale Subdivision,356,16415,42049
Imperial Point Water Service,350,16417,42049
Cross Station Mobile Home Comm.,721,16417,42049
Frelighs Whispering Pines Mobile Home Park,939,16417,42049
Lake City Borough Municipal Water,145,16417,42049
Cochranton Boro Water Department,324,16420,42123
Peaceful Acres Trailers,259,16423,42049
Girard Borough Water Department,255,16423,42049
Davis Estates,134,16423,42049
North East Borough Water Department,976,16427,42049
Fountain House Trailer Court,65,16433,42039
Hayfield Estates Mobile Home P,21,16433,42039
Union City Municipal Authority,1666,16434,42039
Wattsburg Borough Water Treatment Plant,2419,16438,42049
Waterford Municipal Authority,184,16441,42049
Hickory Hill Country Village,37,16441,42049
Rainbow Valley Mobile Home,49,16441,42049
Springfield Village,138,16443,42049
Lakeshore Water Association,1119,16505,42049
Colony Water Association,1151,16505,42049
Holly Acres Mobile Home Park,543,16509,42049
Greene Township Water System,248,16510,42049
Bellwood Borough Authority,628,16601,42013
Hollidaysburg Municipal Authority,864,16601,42013
Bellemead Civic Association Inc.,370,16602,42013
Hillcrest Communities Lp,10,16602,42013
Bellmead Townhouses,743,16602,42013
Bel Air Park Apartments,326,16602,42013
Hartslog Courts,6,16611,42061
Gallitzin Borough Water Authority,905,16613,42021
Altoona Water Authority,669,16617,42013
Dudley Carbon Coalmont Jm Authority,30,16621,42061
Alexandria Borough Water Authority,932,16622,42061
Broadtop City Water Authority,1973,16622,42061
Grier School,89,16622,42061
Huntingdon Boro Water Dept,1535,16622,42061
Mapleton Muni Water Authority,1200,16622,42061
Mill Creek Area Municipal Authority,172,16622,42061
Mount Union Municipal Authority,742,16622,42061
Neelyton Water Co-op,25,16622,42061
Orbisonia Rockhill Jt Municipal Authority,177,16622,42061
Shirleysburg Municipal Authority,268,16622,42061
St. Correct Institution Huntingdon,256,16622,42061
Three Springs Borough Water Company,371,16622,42061
Walker Township Municipal Authority,494,16622,42061
Warriors Mark Gen Authority,273,16622,42061
Wood Broad Top Wells Jmun Authority,489,16622,42061
Youth Forestry Camp No. 3,45,16622,42061
Greenfield Township Municipal Authority,85,16625,42013
Sproul Water Association,57,16625,42013
Reade Township Municipal Authority,27,16627,42033
Cresson Borough Water System,191,16630,42021
Duncansville Municipal Water Authority,236,16635,42013
Blair Township Water & Sewer Authority,599,16635,42013
Freedom Township Water & Sewer,728,16635,42013
Duncansville Mobile Home Park Llc,103,16635,42013
Apple Blossom Lane Mobile Home Park,100,16635,42013
Autumn Est,51,16635,42013
Glendale Valley Municipal Authority,49,16636,42021
Blair Mobile Home Park,231,16637,42013
W Carroll Township W Authority St. Bened,1313,16646,42021
Tyrone Borough Water Authority,715,16655,42009
Roaring Spring Municipal Water Authority,57,16655,42009
Martinsburg Municipal Authority,123,16655,42009
Curryville Water Authority,147,16662,42013
East Sharpsburg Water Association,30,16673,42013
Ore Hill Water Association,41,16673,42013
Graystone Manor,108,16684,42013
Vail Water Association,7,16684,42013
Westwood Park Water Co.,33,16684,42013
Williamsburg Municipal Authority,150,16684,42013
Oak Ridge Authority,36,16686,42013
Lewis Run Borough,1662,16701,42083
Roulette Township Water Authority,2137,16720,42105
Aiken Water Company,254,16729,42083
Aqua Pa Mount Jewett,399,16729,42083
Bradford City Water Authority,1698,16729,42083
Crosby Water Association,1,16729,42083
Eldred Borough Water Authority,223,16729,42083
Hazel Hurst Water Company,50,16729,42083
Ludlow County Line System,5,16729,42083
Pa American Water Company Kane,1794,16729,42083
Pithole Water Association,1251,16729,42083
Port Allegany Water Department,77,16729,42083
Rew Water Association,576,16729,42083
Rixford Waterworks Association,115,16729,42083
Smethport Borough,9,16729,42083
College Township Water Authority,246,16801,42027
Penn State Univ.,103,16801,42027
Rock Spring Water Company,44,16801,42027
State College Boro Water Auth.,194,16802,42027
Haines Woodward Municipal Authority,76,16820,42027
Monument Water Association,71,16822,42035
Orviston Water Association Inc.,16,16822,42035
Bellefonte Borough Water Authority,32,16823,42027
Milesburg Borough Water Authority,229,16823,42027
Paw Boggs,568,16823,42027
Rockview,618,16823,42027
Unionville Municipal Waterwks,56,16823,42027
Nittany Grove Condo Comm. Association,2,16828,42027
Black Hawk Mobile Home Park,40,16828,42027
Country Club Park,130,16828,42027
Empire Mobile Home Park,0,16828,42027
Haines Aaronsburg Municipal Authority,92,16832,42027
Eagle Creek,435,16835,42027
Paw Nittany,39,16841,42027
Borough of Howard,129,16841,42027
Mount Eagle Water Association,14,16841,42027
Beech Creek Borough Authority,83,16841,42027
Ridge Crest Community,10,16841,42027
Martha Furnace Mobilehome Park,159,16844,42027
Halfmoon Water Association,61,16866,42027
Upper Halfmoon Water,21,16870,42027
Port Matilda Waterworks,116,16870,42027
Central Clinton County Water Filtration Authority,0,16871,42035
City of Lock Haven Water Department,789,16871,42035
Suburban Lock Haven Water Authority,914,16871,42035
Madisonburg Water Works,425,16872,42027
Millheim Borough Water Company,850,16875,42027
Duncan Township Municipal Authority,58,16901,42117
